Product Type,Product Returned,Product ID
Phone,no,65046f7afc13ae03cdfd5aff
Laptop,no,65046f7afc13ae03cdfd5b00
Tablet,no,65046f7afc13ae03cdfd5b01
Phone,no,65046f7afc13ae03cdfd5b02
Laptop,no,65046f7afc13ae03cdfd5b03
Tablet,no,65046f7afc13ae03cdfd5b04
Phone,no,65046f7afc13ae03cdfd5b05
Laptop,no,65046f7afc13ae03cdfd5b06
Tablet,no,65046f7afc13ae03cdfd5b07
Phone,no,65046f7afc13ae03cdfd5b08
Laptop,no,65046f7afc13ae03cdfd5b09
Tablet,no,65046f7afc13ae03cdfd5b0a
Phone,no,65046f7afc13ae03cdfd5b0b
Laptop,no,65046f7afc13ae03cdfd5b0c
Tablet,no,65046f7afc13ae03cdfd5b0d
Phone,no,65046f7afc13ae03cdfd5b0e
Laptop,no,65046f7afc13ae03cdfd5b0f
Tablet,no,65046f7afc13ae03cdfd5b10
Phone,no,65046f7afc13ae03cdfd5b11
Laptop,no,65046f7afc13ae03cdfd5b12
Tablet,no,65046f7afc13ae03cdfd5b13
Phone,no,65046f7afc13ae03cdfd5b14
Laptop,no,65046f7afc13ae03cdfd5b15
Tablet,no,65046f7afc13ae03cdfd5b16
Phone,no,65046f7afc13ae03cdfd5b17
Laptop,no,65046f7afc13ae03cdfd5b18
Tablet,no,65046f7afc13ae03cdfd5b19
Phone,no,65046f7afc13ae03cdfd5b1a
Laptop,no,65046f7afc13ae03cdfd5b1b
Tablet,no,65046f7afc13ae03cdfd5b1c
Phone,no,65046f7afc13ae03cdfd5b1d
Laptop,no,65046f7afc13ae03cdfd5b1e
Tablet,no,65046f7afc13ae03cdfd5b1f
Phone,no,65046f7afc13ae03cdfd5b20
Laptop,no,65046f7afc13ae03cdfd5b21
Tablet,no,65046f7afc13ae03cdfd5b22
Phone,no,65046f7afc13ae03cdfd5b23
Laptop,no,65046f7afc13ae03cdfd5b24
Tablet,no,65046f7afc13ae03cdfd5b25
Phone,no,65046f7afc13ae03cdfd5b26
Laptop,no,65046f7afc13ae03cdfd5b27
Tablet,no,65046f7afc13ae03cdfd5b28
Phone,no,65046f7afc13ae03cdfd5b29
Laptop,no,65046f7afc13ae03cdfd5b2a
Tablet,yes,65046f7afc13ae03cdfd5b2b
Phone,yes,65046f7afc13ae03cdfd5b2c
Laptop,no,65046f7afc13ae03cdfd5b2d
Tablet,no,65046f7afc13ae03cdfd5b2e
Phone,no,65046f7afc13ae03cdfd5b2f
Laptop,no,65046f7afc13ae03cdfd5b30
Tablet,no,65046f7afc13ae03cdfd5b31
Phone,no,65046f7afc13ae03cdfd5b32
Laptop,no,65046f7afc13ae03cdfd5b33
Tablet,no,65046f7afc13ae03cdfd5b34
Phone,no,65046f7afc13ae03cdfd5b35
Laptop,no,65046f7afc13ae03cdfd5b36
Tablet,no,65046f7afc13ae03cdfd5b37
Phone,no,65046f7afc13ae03cdfd5b38
Laptop,no,65046f7afc13ae03cdfd5b39
Tablet,no,65046f7afc13ae03cdfd5b3a
Phone,no,65046f7afc13ae03cdfd5b3b
Laptop,no,65046f7afc13ae03cdfd5b3c
Tablet,no,65046f7afc13ae03cdfd5b3d
Phone,no,65046f7afc13ae03cdfd5b3e
Laptop,no,65046f7afc13ae03cdfd5b3f
Tablet,no,65046f7afc13ae03cdfd5b40
Phone,no,65046f7afc13ae03cdfd5b41
Laptop,no,65046f7afc13ae03cdfd5b42
Tablet,no,65046f7afc13ae03cdfd5b43
Phone,no,65046f7afc13ae03cdfd5b44
Laptop,no,65046f7afc13ae03cdfd5b45
Tablet,no,65046f7afc13ae03cdfd5b46
Phone,no,65046f7afc13ae03cdfd5b47
Laptop,no,65046f7afc13ae03cdfd5b48
Tablet,no,65046f7afc13ae03cdfd5b49
Phone,no,65046f7afc13ae03cdfd5b4a
Laptop,no,65046f7afc13ae03cdfd5b4b
Tablet,no,65046f7afc13ae03cdfd5b4c
Phone,no,65046f7afc13ae03cdfd5b4d
Laptop,no,65046f7afc13ae03cdfd5b4e
Tablet,no,65046f7afc13ae03cdfd5b4f
Phone,no,65046f7afc13ae03cdfd5b50
Laptop,no,65046f7afc13ae03cdfd5b51
Tablet,no,65046f7afc13ae03cdfd5b52
Phone,yes,65046f7afc13ae03cdfd5b53
Laptop,no,65046f7afc13ae03cdfd5b54
Tablet,no,65046f7afc13ae03cdfd5b55
Phone,no,65046f7afc13ae03cdfd5b56
Laptop,no,65046f7afc13ae03cdfd5b57
Tablet,no,65046f7afc13ae03cdfd5b58
Phone,no,65046f7afc13ae03cdfd5b59
Laptop,no,65046f7afc13ae03cdfd5b5a
Tablet,no,65046f7afc13ae03cdfd5b5b
Phone,no,65046f7afc13ae03cdfd5b5c
Laptop,no,65046f7afc13ae03cdfd5b5d
Tablet,no,65046f7afc13ae03cdfd5b5e
Phone,no,65046f7afc13ae03cdfd5b5f
Laptop,no,65046f7afc13ae03cdfd5b60
Tablet,no,65046f7afc13ae03cdfd5b61
Phone,no,65046f7afc13ae03cdfd5b62
Laptop,no,65046f7afc13ae03cdfd5b63
Tablet,no,65046f7afc13ae03cdfd5b64
Phone,no,65046f7afc13ae03cdfd5b65
Laptop,no,65046f7afc13ae03cdfd5b66
Tablet,no,65046f7afc13ae03cdfd5b67
Phone,no,65046f7afc13ae03cdfd5b68
Laptop,no,65046f7afc13ae03cdfd5b69
Tablet,no,65046f7afc13ae03cdfd5b6a
Phone,no,65046f7afc13ae03cdfd5b6b
Laptop,no,65046f7afc13ae03cdfd5b6c
Tablet,no,65046f7afc13ae03cdfd5b6d
Phone,no,65046f7afc13ae03cdfd5b6e
Laptop,no,65046f7afc13ae03cdfd5b6f
Tablet,no,65046f7afc13ae03cdfd5b70
Phone,no,65046f7afc13ae03cdfd5b71
Laptop,no,65046f7afc13ae03cdfd5b72
Tablet,no,65046f7afc13ae03cdfd5b73
Phone,no,65046f7afc13ae03cdfd5b74
Laptop,no,65046f7afc13ae03cdfd5b75
Tablet,no,65046f7afc13ae03cdfd5b76
Phone,no,65046f7afc13ae03cdfd5b77
Laptop,no,65046f7afc13ae03cdfd5b78
Tablet,no,65046f7afc13ae03cdfd5b79
Phone,no,65046f7afc13ae03cdfd5b7a
Laptop,no,65046f7afc13ae03cdfd5b7b
Tablet,no,65046f7afc13ae03cdfd5b7c
Phone,no,65046f7afc13ae03cdfd5b7d
Laptop,no,65046f7afc13ae03cdfd5b7e
Tablet,no,65046f7afc13ae03cdfd5b7f
Phone,no,65046f7afc13ae03cdfd5b80
Laptop,no,65046f7afc13ae03cdfd5b81
Tablet,no,65046f7afc13ae03cdfd5b82
Phone,no,65046f7afc13ae03cdfd5b83
Laptop,no,65046f7afc13ae03cdfd5b84
Tablet,no,65046f7afc13ae03cdfd5b85
Phone,no,65046f7afc13ae03cdfd5b86
Laptop,no,65046f7afc13ae03cdfd5b87
Tablet,no,65046f7afc13ae03cdfd5b88
Phone,no,65046f7afc13ae03cdfd5b89
Laptop,no,65046f7afc13ae03cdfd5b8a
Tablet,no,65046f7afc13ae03cdfd5b8b
Phone,no,65046f7afc13ae03cdfd5b8c
Laptop,no,65046f7afc13ae03cdfd5b8d
Tablet,no,65046f7afc13ae03cdfd5b8e
Phone,no,65046f7afc13ae03cdfd5b8f
Laptop,no,65046f7afc13ae03cdfd5b90
Tablet,no,65046f7afc13ae03cdfd5b91
Phone,no,65046f7afc13ae03cdfd5b92
Laptop,no,65046f7afc13ae03cdfd5b93
Tablet,no,65046f7afc13ae03cdfd5b94
Phone,no,65046f7afc13ae03cdfd5b95
Laptop,no,65046f7afc13ae03cdfd5b96
Tablet,no,65046f7afc13ae03cdfd5b97
Phone,no,65046f7afc13ae03cdfd5b98
Laptop,no,65046f7afc13ae03cdfd5b99
Tablet,no,65046f7afc13ae03cdfd5b9a
Phone,no,65046f7afc13ae03cdfd5b9b
Laptop,no,65046f7afc13ae03cdfd5b9c
Tablet,no,65046f7afc13ae03cdfd5b9d
Phone,no,65046f7afc13ae03cdfd5b9e
Laptop,no,65046f7afc13ae03cdfd5b9f
Tablet,no,65046f7afc13ae03cdfd5ba0
Phone,no,65046f7afc13ae03cdfd5ba1
Laptop,no,65046f7afc13ae03cdfd5ba2
Tablet,no,65046f7afc13ae03cdfd5ba3
Phone,no,65046f7afc13ae03cdfd5ba4
Laptop,no,65046f7afc13ae03cdfd5ba5
Tablet,no,65046f7afc13ae03cdfd5ba6
Phone,no,65046f7afc13ae03cdfd5ba7
Laptop,no,65046f7afc13ae03cdfd5ba8
Tablet,no,65046f7afc13ae03cdfd5ba9
Phone,no,65046f7afc13ae03cdfd5baa
Laptop,no,65046f7afc13ae03cdfd5bab
Tablet,no,65046f7afc13ae03cdfd5bac
Phone,no,65046f7afc13ae03cdfd5bad
Laptop,no,65046f7afc13ae03cdfd5bae
Tablet,no,65046f7afc13ae03cdfd5baf
Phone,no,65046f7afc13ae03cdfd5bb0
Laptop,no,65046f7afc13ae03cdfd5bb1
Tablet,no,65046f7afc13ae03cdfd5bb2
Phone,no,65046f7afc13ae03cdfd5bb3
Laptop,no,65046f7afc13ae03cdfd5bb4
Tablet,no,65046f7afc13ae03cdfd5bb5
Phone,no,65046f7afc13ae03cdfd5bb6
Laptop,no,65046f7afc13ae03cdfd5bb7
Tablet,no,65046f7afc13ae03cdfd5bb8
Phone,no,65046f7afc13ae03cdfd5bb9
Laptop,no,65046f7afc13ae03cdfd5bba
Tablet,no,65046f7afc13ae03cdfd5bbb
Phone,no,65046f7afc13ae03cdfd5bbc
Laptop,no,65046f7afc13ae03cdfd5bbd
Tablet,no,65046f7afc13ae03cdfd5bbe
Phone,no,65046f7afc13ae03cdfd5bbf
Laptop,yes,65046f7afc13ae03cdfd5bc0
Tablet,no,65046f7afc13ae03cdfd5bc1
Phone,no,65046f7afc13ae03cdfd5bc2
Laptop,no,65046f7afc13ae03cdfd5bc3
Tablet,no,65046f7afc13ae03cdfd5bc4
Phone,no,65046f7afc13ae03cdfd5bc5
Laptop,no,65046f7afc13ae03cdfd5bc6
Tablet,no,65046f7afc13ae03cdfd5bc7
Phone,no,65046f7afc13ae03cdfd5bc8
Laptop,no,65046f7afc13ae03cdfd5bc9
Tablet,no,65046f7afc13ae03cdfd5bca
Phone,no,65046f7afc13ae03cdfd5bcb
Laptop,no,65046f7afc13ae03cdfd5bcc
Tablet,no,65046f7afc13ae03cdfd5bcd
Phone,no,65046f7afc13ae03cdfd5bce
Laptop,no,65046f7afc13ae03cdfd5bcf
Tablet,no,65046f7afc13ae03cdfd5bd0
Phone,no,65046f7afc13ae03cdfd5bd1
Laptop,no,65046f7afc13ae03cdfd5bd2
Tablet,no,65046f7afc13ae03cdfd5bd3
Phone,no,65046f7afc13ae03cdfd5bd4
Laptop,no,65046f7afc13ae03cdfd5bd5
Tablet,no,65046f7afc13ae03cdfd5bd6
Phone,no,65046f7afc13ae03cdfd5bd7
Laptop,no,65046f7afc13ae03cdfd5bd8
Tablet,no,65046f7afc13ae03cdfd5bd9
Phone,no,65046f7afc13ae03cdfd5bda
Laptop,no,65046f7afc13ae03cdfd5bdb
Tablet,no,65046f7afc13ae03cdfd5bdc
Phone,no,65046f7afc13ae03cdfd5bdd
Laptop,no,65046f7afc13ae03cdfd5bde
Tablet,no,65046f7afc13ae03cdfd5bdf
Phone,no,65046f7afc13ae03cdfd5be0
Laptop,no,65046f7afc13ae03cdfd5be1
Tablet,no,65046f7afc13ae03cdfd5be2
Phone,no,65046f7afc13ae03cdfd5be3
Laptop,no,65046f7afc13ae03cdfd5be4
Tablet,no,65046f7afc13ae03cdfd5be5
Phone,no,65046f7afc13ae03cdfd5be6
Laptop,no,65046f7afc13ae03cdfd5be7
Tablet,no,65046f7afc13ae03cdfd5be8
Phone,no,65046f7afc13ae03cdfd5be9
Laptop,no,65046f7afc13ae03cdfd5bea
Tablet,no,65046f7afc13ae03cdfd5beb
Phone,no,65046f7afc13ae03cdfd5bec
Laptop,no,65046f7afc13ae03cdfd5bed
Tablet,no,65046f7afc13ae03cdfd5bee
Phone,no,65046f7afc13ae03cdfd5bef
Laptop,no,65046f7afc13ae03cdfd5bf0
Tablet,no,65046f7afc13ae03cdfd5bf1
Phone,no,65046f7afc13ae03cdfd5bf2
Laptop,no,65046f7afc13ae03cdfd5bf3
Tablet,no,65046f7afc13ae03cdfd5bf4
Phone,no,65046f7afc13ae03cdfd5bf5
Laptop,no,65046f7afc13ae03cdfd5bf6
Tablet,no,65046f7afc13ae03cdfd5bf7
Phone,no,65046f7afc13ae03cdfd5bf8
Laptop,no,65046f7afc13ae03cdfd5bf9
Tablet,no,65046f7afc13ae03cdfd5bfa
Phone,no,65046f7afc13ae03cdfd5bfb
Laptop,no,65046f7afc13ae03cdfd5bfc
Tablet,no,65046f7afc13ae03cdfd5bfd
Phone,no,65046f7afc13ae03cdfd5bfe
Laptop,no,65046f7afc13ae03cdfd5bff
Tablet,no,65046f7afc13ae03cdfd5c00
Phone,no,65046f7afc13ae03cdfd5c01
Laptop,no,65046f7afc13ae03cdfd5c02
Tablet,yes,65046f7afc13ae03cdfd5c03
Phone,no,65046f7afc13ae03cdfd5c04
Laptop,no,65046f7afc13ae03cdfd5c05
Tablet,no,65046f7afc13ae03cdfd5c06
Phone,no,65046f7afc13ae03cdfd5c07
Laptop,no,65046f7afc13ae03cdfd5c08
Tablet,no,65046f7afc13ae03cdfd5c09
Phone,no,65046f7afc13ae03cdfd5c0a
Laptop,no,65046f7afc13ae03cdfd5c0b
Tablet,no,65046f7afc13ae03cdfd5c0c
Phone,no,65046f7afc13ae03cdfd5c0d
Laptop,no,65046f7afc13ae03cdfd5c0e
Tablet,no,65046f7afc13ae03cdfd5c0f
Phone,no,65046f7afc13ae03cdfd5c10
Laptop,no,65046f7afc13ae03cdfd5c11
Tablet,no,65046f7afc13ae03cdfd5c12
Phone,no,65046f7afc13ae03cdfd5c13
Laptop,no,65046f7afc13ae03cdfd5c14
Tablet,no,65046f7afc13ae03cdfd5c15
Phone,no,65046f7afc13ae03cdfd5c16
Laptop,no,65046f7afc13ae03cdfd5c17
Tablet,no,65046f7afc13ae03cdfd5c18
Phone,no,65046f7afc13ae03cdfd5c19
Laptop,no,65046f7afc13ae03cdfd5c1a
Tablet,no,65046f7afc13ae03cdfd5c1b
Phone,no,65046f7afc13ae03cdfd5c1c
Laptop,no,65046f7afc13ae03cdfd5c1d
Tablet,no,65046f7afc13ae03cdfd5c1e
Phone,no,65046f7afc13ae03cdfd5c1f
Laptop,no,65046f7afc13ae03cdfd5c20
Tablet,no,65046f7afc13ae03cdfd5c21
Phone,no,65046f7afc13ae03cdfd5c22
Laptop,no,65046f7afc13ae03cdfd5c23
Tablet,no,65046f7afc13ae03cdfd5c24
Phone,no,65046f7afc13ae03cdfd5c25
Laptop,no,65046f7afc13ae03cdfd5c26
Tablet,no,65046f7afc13ae03cdfd5c27
Phone,no,65046f7afc13ae03cdfd5c28
Laptop,no,65046f7afc13ae03cdfd5c29
Tablet,no,65046f7afc13ae03cdfd5c2a
Phone,no,65046f7afc13ae03cdfd5c2b
Laptop,no,65046f7afc13ae03cdfd5c2c
Tablet,no,65046f7afc13ae03cdfd5c2d
Phone,no,65046f7afc13ae03cdfd5c2e
Laptop,no,65046f7afc13ae03cdfd5c2f
Tablet,no,65046f7afc13ae03cdfd5c30
Phone,no,65046f7afc13ae03cdfd5c31
Laptop,no,65046f7afc13ae03cdfd5c32
Tablet,no,65046f7afc13ae03cdfd5c33
Phone,no,65046f7afc13ae03cdfd5c34
Laptop,no,65046f7afc13ae03cdfd5c35
Tablet,no,65046f7afc13ae03cdfd5c36
Phone,no,65046f7afc13ae03cdfd5c37
Laptop,no,65046f7afc13ae03cdfd5c38
Tablet,no,65046f7afc13ae03cdfd5c39
Phone,no,65046f7afc13ae03cdfd5c3a
Laptop,no,65046f7afc13ae03cdfd5c3b
Tablet,no,65046f7afc13ae03cdfd5c3c
Phone,no,65046f7afc13ae03cdfd5c3d
Laptop,no,65046f7afc13ae03cdfd5c3e
Tablet,no,65046f7afc13ae03cdfd5c3f
Phone,no,65046f7afc13ae03cdfd5c40
Laptop,no,65046f7afc13ae03cdfd5c41
Tablet,no,65046f7afc13ae03cdfd5c42
Phone,no,65046f7afc13ae03cdfd5c43
Laptop,no,65046f7afc13ae03cdfd5c44
Tablet,no,65046f7afc13ae03cdfd5c45
Phone,no,65046f7afc13ae03cdfd5c46
Laptop,no,65046f7afc13ae03cdfd5c47
Tablet,no,65046f7afc13ae03cdfd5c48
Phone,no,65046f7afc13ae03cdfd5c49
Laptop,no,65046f7afc13ae03cdfd5c4a
Tablet,no,65046f7afc13ae03cdfd5c4b
Phone,no,65046f7afc13ae03cdfd5c4c
Laptop,no,65046f7afc13ae03cdfd5c4d
Tablet,no,65046f7afc13ae03cdfd5c4e
Phone,no,65046f7afc13ae03cdfd5c4f
Laptop,no,65046f7afc13ae03cdfd5c50
Tablet,no,65046f7afc13ae03cdfd5c51
Phone,no,65046f7afc13ae03cdfd5c52
Laptop,no,65046f7afc13ae03cdfd5c53
Tablet,no,65046f7afc13ae03cdfd5c54
Phone,no,65046f7afc13ae03cdfd5c55
Laptop,no,65046f7afc13ae03cdfd5c56
Tablet,no,65046f7afc13ae03cdfd5c57
Phone,no,65046f7afc13ae03cdfd5c58
Laptop,no,65046f7afc13ae03cdfd5c59
Tablet,no,65046f7afc13ae03cdfd5c5a
Phone,no,65046f7afc13ae03cdfd5c5b
Laptop,no,65046f7afc13ae03cdfd5c5c
Tablet,no,65046f7afc13ae03cdfd5c5d
Phone,no,65046f7afc13ae03cdfd5c5e
Laptop,no,65046f7afc13ae03cdfd5c5f
Tablet,no,65046f7afc13ae03cdfd5c60
Phone,no,65046f7afc13ae03cdfd5c61
Laptop,no,65046f7afc13ae03cdfd5c62
Tablet,no,65046f7afc13ae03cdfd5c63
Phone,no,65046f7afc13ae03cdfd5c64
Laptop,no,65046f7afc13ae03cdfd5c65
Tablet,no,65046f7afc13ae03cdfd5c66
Phone,no,65046f7afc13ae03cdfd5c67
Laptop,no,65046f7afc13ae03cdfd5c68
Tablet,no,65046f7afc13ae03cdfd5c69
Phone,no,65046f7afc13ae03cdfd5c6a
Laptop,no,65046f7afc13ae03cdfd5c6b
Tablet,no,65046f7afc13ae03cdfd5c6c
Phone,no,65046f7afc13ae03cdfd5c6d
Laptop,no,65046f7afc13ae03cdfd5c6e
Tablet,no,65046f7afc13ae03cdfd5c6f
Phone,no,65046f7afc13ae03cdfd5c70
Laptop,no,65046f7afc13ae03cdfd5c71
Tablet,no,65046f7afc13ae03cdfd5c72
Phone,no,65046f7afc13ae03cdfd5c73
Laptop,no,65046f7afc13ae03cdfd5c74
Tablet,no,65046f7afc13ae03cdfd5c75
Phone,no,65046f7afc13ae03cdfd5c76
Laptop,no,65046f7afc13ae03cdfd5c77
Tablet,no,65046f7afc13ae03cdfd5c78
Phone,no,65046f7afc13ae03cdfd5c79
Laptop,no,65046f7afc13ae03cdfd5c7a
Tablet,no,65046f7afc13ae03cdfd5c7b
Phone,no,65046f7afc13ae03cdfd5c7c
Laptop,no,65046f7afc13ae03cdfd5c7d
Tablet,no,65046f7afc13ae03cdfd5c7e
Phone,no,65046f7afc13ae03cdfd5c7f
Laptop,no,65046f7afc13ae03cdfd5c80
Tablet,no,65046f7afc13ae03cdfd5c81
Phone,no,65046f7afc13ae03cdfd5c82
Laptop,no,65046f7afc13ae03cdfd5c83
Tablet,no,65046f7afc13ae03cdfd5c84
